n,N,W,primes,r2,primes_shifted,u_prime,pnt_ratio,mertens_pred,mertens_over_emp,target_2eg,mean_R,HN,mean_minus_HN,max_R,tv_Jn_vs_shifted,seconds
1000,2000,2001,131,375,139,131.62910658641385,0.9952206118940657,147.41688901832646,1.1253197634986754,1.1229189671337703,8.197401299350325,8.178368103610282,0.01903319574004314,96,0.02598700649675162,0.006006717681884766
10000,20000,20001,1019,3180,966,1009.7957862772322,1.0091149258571384,1133.2979201575079,1.112166751871941,1.1229189671337703,10.485675716214189,10.480728217229327,0.004947498984861909,480,0.01599920003999799,0.06261587142944336
100000,200000,200001,8162,27755,8307,8192.684322309016,0.9962546680548325,9198.035900466612,1.1269340725884112,1.1229189671337703,12.782171089144555,12.783290810429627,-0.001119721285071762,1120,0.004824975875120629,0.6984114646911621
1000000,2000000,2000001,68916,246572,68960,68924.39797133965,0.9998781567690567,77392.66680005832,1.122999982588344,1.1229189671337703,15.086445456777271,15.085873653425734,0.0005718033515371701,2400,0.0014324992837503536,7.063260555267334
10000000,20000000,20000001,595645,2221054,595009,594840.0484259067,1.0013532235703084,667947.6614713994,1.1213854921495174,1.1229189671337703,17.38843218057839,17.3884585214198,-2.6340841408512006e-05,5376,0.0005519499724025037,77.43784666061401
